Channel,ID,Prompt,Date
newbies 33,1.09E+18,PokÃ©mon,3/30/2023
newbies 33,1.09E+18,a woman that does not lie,3/30/2023
newbies 63,1.06E+18,evil flowers,3/30/2023
newbies 63,1.02E+18,Shiba Inu doing stock trading in the office 3D cartoon Shiba Inu Character Character design Creativity Digital Art Education ILLUSTRATION kawaii kids 3d animation after effects animation character animation cinema4d marvelous designer motion design social media  ,3/30/2023
newbies 63,1.08E+18,Change the colors of the attached photo to the most beautiful colors EXTERNALURL ,3/30/2023
newbies 3,1.09E+18,A gold merchant is sitting inside his gold jewellery shop and he wonders by seeing a diamond among it ,3/30/2023
newbies 3,5.38E+17,Imagine a scene where a baby is crying and his mother is holding him close  comforting him  The mother has a concerned expression on her face  while the babys face is scrunched up in distress  In the background  there are iron bars visible  suggesting that the scene takes place in a confined space such as a prison or a cage  The bars could be positioned behind the mother and baby or visible in the foreground or background of the scene  The lighting in the scene should be dim and gloomy  creating a sense of confinement and oppression  The focus of the photo should be on the mother and baby  but the presence of the iron bars should be prominent enough to suggest a sense of imprisonment ,3/30/2023
newbies 3,1.08E+18,Cute character,3/30/2023
newbies 33,7.51E+17,geometric sheet that embody space  huge space about blue sky with clouds and underneath is the ground that seems a little bit warped  atmospheric  aesthetic  ,3/30/2023
newbies 93,1.00E+18,a photography of a brown beer bottle on a yoga mat next to a luxurious swiming pool  with sunlight from the back  macro 50mm lense,3/30/2023
newbies 93,1.09E+18,Nendoroid   petit  cute style  Resin material  withe hair with flowers  green eyes with red heart in it cute  delicate  Intricate Detail  Digital Art  Concept Art and Epic Composi  tion  very high details  8k  unreal engine  octane render,3/30/2023
newbies 3,1.09E+18,Professional heads hot using EXTERNALURL ,3/30/2023
newbies 3,4.60E+17,Title Ancient Maya 3D Landscape Description Immerse yourself in the world of the ancient Maya civilization with this 3D landscape photo prompt  The photo captures the vastness of the landscape  with rolling hills and towering pyramids that reach towards the sky  In the foreground  you can see the intricate details of the stonework  with carved reliefs and intricate designs that hint at the sophistication of this ancient culture  Camera Setup To capture this photo  I used a wide angle lens to capture the vastness of the landscape  I positioned the camera low to the ground to emphasize the height of the pyramids and the depth of the landscape  I used a tripod to ensure stability and sharpness  and I shot in RAW format to capture the full range of colors and tones in the scene  The lighting was natural  with the sun casting deep shadows and creating contrast in the scene  To balance the exposure  I used a graduated neutral density filter to darken the sky and bring out the details in the landscape  Overall  this photo prompt transports the viewer to a time and place long gone  while showcasing the beauty and complexity of the ancient Maya civilization ,3/30/2023
newbies 3,8.41E+17,A WOMAN HOLD A COFFEE LOOK OUTSIDE THE WINDOW  ,3/30/2023
newbies 3,1.09E+18,Y2K fashion style Vest fashion model womens fashion street style fashion retro fashion elements color vest leggings dress up intense eye makeup effect fashion hairstyle photography leicamp 50mm f2 8 800 8k  ,3/30/2023
newbies 33,1.09E+18,create a logo for a clothing brand with a bear  the bear should be in vector style  and the font of the letters should show wilderness,3/30/2023
newbies 63,1.06E+18,dark creepy city detailed moonlight,3/30/2023
newbies 93,2.47E+17,a man with a nacho chip eye sings a jaunty tune while his crying wife plays on the skin piano  photograph  dof  ,3/30/2023
newbies 93,1.99E+17,A modern room designed for a woman with vibrant pink walls  a white ceiling  and elegant white crown and base molding  The dark wood floor complements the color scheme  and a large window allows natural light to flood in  A white double door sliding closet and a white bedroom door complete the rooms aesthetic  The photograph captures the room with the perfect balance of lighting and depth  The camera settings used include an stop of 6  a shutter speed of 60 sec  an ISO rating of 400  and a focal depth of 35mm  The composition is illuminated with soft  natural sunlight streaming through the large window  and additional diffused lighting from strategically placed light fixtures   ,3/30/2023
newbies 93,1.07E+18,an eyeline level view of an amusement park  with a bright yellos path through the park illuminated via augmented reality  hyper realistic  4k,3/30/2023
newbies 93,9.67E+17,1980s Sichuan Chengdu  in a teahouse  two elderly people drinking tea and eating snacks around a table  with a chubby giant panda sitting on a chair beside them  gnawing on bamboo The saturation of the photo is reduced  Kodak Uitramax 400  ,3/30/2023
newbies 3,9.97E+17,turtle head coming out of a pink sock Pixar,3/30/2023
newbies 3,6.86E+17,Editorial Style Photo  Eye Level  Modern  Living Room  Fireplace  Leather and Wood  Built in Shelves  Neutral  herman miller  eames furniture  photographic art in walls  Natural Light  New York City  sunset  Cozy  mid century  ,3/30/2023
newbies 3,5.89E+17,woman with purple hair on the beaches of hawaii  beautiful face  straight hair  all 32k  ray tracing  HDR  all colors and connections  wind blows in high definition photos  extremely rich colors  photography  depth of field  high contrast  movie lighting  ethereal light  intricate details  incredibly detailed  comprehensive  full color   ,3/30/2023
newbies 3,9.74E+17,Introduction to the concept of prophethood in Islam,3/30/2023
newbies 3,9.71E+17,Happy black melanate baby girwrapped in a blankey,3/30/2023
newbies 3,9.86E+16,EXTERNALURL  a beautiful asian spy woman in a skin tight sweater dress,3/30/2023
newbies 3,1.09E+18,EXTERNALURL   sunlight  forest dear wedding  Alice in Wonderland  text Myer Wedding  There are a lot of guests sitting around  a lot of large mushrooms  magic installations  curved lines of decoration  EXTERNALURL ,3/30/2023
newbies 33,2.78E+17,illustration of a lofi anime style street scene with a garage door open and a guy fixing his bike with a cup of hot coffee next to him on his work table  The perspective is from the street looking at a row is houses with one horse having the garage door open  Vector  Vector Art  colors,3/30/2023
newbies 33,7.59E+17,Flat design vAbstract logo The background is transparent logo G r  Red   yellow  orange   green   gold EXTERNALURL ,3/30/2023
newbies 33,1.06E+18,black digital circuit board pattern illustration glowing yellow blue,3/30/2023
newbies 33,2.47E+17,a man crawling through a basement in a house he can almost recognize  the ceiling is so low that hes forced onto his hands and knees  hes trying to get out of the basement so he can finally get out of the claustrophobic dust filled basement and escape the towers of books and shadowy corners  he almost remembers what he is doing here but he cant breathe  the basement is lit by a single swinging bulb and hes just gasping  trying to get out of this place  the low ceiling presses him down photograph  dof  screaming  horror  ,3/30/2023
newbies 33,4.34E+17,Old photograph of The Order of the Bloated Woman cult worshipping the Bloated Woman form of Nyarlathotep  1925  Lovecraft  Gray Dragon Island China  1925  photorealistic sepia  vignette   ,3/30/2023
newbies 33,1.09E+18,change the text for Beast Art,3/30/2023
newbies 33,7.17E+17,EXTERNALURL  animal  singing  being crazy  cartoon  pixar style   ,3/30/2023
newbies 63,2.77E+17,one of each genasi,3/30/2023
newbies 93,1.08E+18,a black an white phoptograph in a 1970s magazine publication dipicting the fibanacci sequence in nature,3/30/2023
newbies 63,5.89E+17,EXTERNALURL  purple and pink  anime  ,3/30/2023
newbies 3,1.09E+18,fast food restaurant front with the name â€œbig burgerâ€ on the top in the morning at summer  ,3/30/2023
newbies 3,1.03E+18,1983 mustang car  on wet road  low camera angel  bokeh background  city background,3/30/2023
newbies 3,9.35E+17,EXTERNALURL  movie poster 1930 1940  ,3/30/2023
newbies 3,3.44E+17,A funny but serious now female teacher wearing purple overalls in a classroom,3/30/2023
newbies 3,9.89E+17,different lamps lineart,3/30/2023
newbies 3,1.68E+17,high resolution render of an evil AI powered robot named Mongo Tom  who scours the earth looking for innocent souls to consume  Mongo Tom has large chainsaws for hands and is rusty and looks like he is falling apart  Despite being such a terrifying being  he actually has a big heart underneath it all  and he cares deeply for small woodland creatures,3/30/2023
newbies 33,2.30E+17,A chicken on the Eiffel Tower  photorealistic  ,3/30/2023
newbies 33,1.09E+18,picnic  cartoony friendly playing on swings ,3/30/2023
newbies 33,9.30E+17,EXTERNALURL  use a more realistic and natural style and paint the formula car in matte red,3/30/2023
newbies 33,2.65E+17,EXTERNALURL  magic  starcraft  half human half zerg  kerrigan in background  digital painting  bakground should be zerg overrunning buildings,3/30/2023
newbies 33,1.07E+18,EXTERNALURL  with realistic architectural photography  point perspective  minimalist apartment  natural sunlight   oak wooden floor  beige colors  beige rug  muller van severenfurniture  trendy luxury vibes  travertine  brass  beige velvet  white curtains  bloom lighting at French windows  abstract paintings on the wall  ,3/30/2023
newbies 33,1.08E+18,a colorful illustration in white background for children showing a group of small kids reading books in a circle  the ambient should show an imaginary wolrd full of dreams  animals  flowers  a fairy  a pirate  a castle  magic and hapiness,3/30/2023
newbies 33,1.09E+18,Clock redesign modern,3/30/2023
newbies 33,1.02E+18,Space marine Wonder Woman  with body armor  ultra detailed  gold trimming  evil  cinematic  standing in the night  light shining on her  ultra detailed  high resolution  full hd  Diffraction Grading  super detailed  photography  8k octane render  Award winning  portrait photograph shot with Kodak Portra 800  a Hasselblad 500C  85mm   8 lens  extreme depth of field  avaliable light  high contrast  Ultra HD  HDR  DTM  8K  ,3/30/2023
newbies 63,1.07E+18,a 3d minion lying on the floor of a modern hotel room  asleep  the minion is in cartoon style  the rest of the room is hyper realistic  4k ,3/30/2023
newbies 63,9.01E+17,queer woman lying on long grass  angular fishbowl  bright colours  aeon flux style,3/30/2023
newbies 63,9.28E+17,hyperrealism colorful watercolored pencil amazing epic mountains  style of Robert McCall and Jean Giraud Moebius and Craig Mullins  highly detailed  dynamic  expressive  clean lines  cinematic  stunning  realistic lighting and shading   vivid  vibrant  ,3/30/2023
newbies 63,1.08E+18,Logo for a satin Bonnet for Black Women for a ecommerce brand focused on black woman who want to protect their hair but still want to be fashionable and stylish  Bonnet must cover all her hair,3/30/2023
newbies 63,8.73E+17,scientific illustration of the plant urze do mato from azores  Erica azorica Hochst  ex Seub   simple  white background,3/30/2023
newbies 63,4.51E+17,EXTERNALURL  as painting with bright colors,3/30/2023
newbies 63,1.06E+18,image of anything,3/30/2023
newbies 63,1.09E+18,Endless red sand  with a house made of scaffolding in the center  the scene is empty  simple  futuristic  surreal  high resolution  Octane render  ,3/30/2023
newbies 63,1.09E+18,comic style  nice white sand beach with coconut trees  and blue sea  an a guy kitesurfing in the sea,3/30/2023
newbies 63,1.09E+18,EXTERNALURL  EXTERNALURL tra realistic 8k photo of the person in this photo putting up a flag,3/30/2023
newbies 93,1.00E+18,whisky cocktail in a flask  clipart  watercolor style  ,3/30/2023
newbies 93,1.09E+18,a eclipse shape courtyard in a semi open retail street  MAD white concrete and glass curtain wall  floors  several pedestrian in the space surrounded by ample green vegetation and flowers  blue sky and strong sunshine  happy mood  realistic photography  mir_render  brick visual,3/30/2023
