Prompt,Dominant_Topic,Keywords
michael jordan winning gold at the olympics for swimming,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
bag for woman with water droplets on its surface  Bright Background highly detailed  UHD  Cinematic  Nikon fx 50mm   ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
girl with blue and purple hair reading on the beaches of hawaii  green blue  fantasy  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
a poster for a pool party in bali with a blonde australian girl sipping a cocktail on the edge of an infinity pool,1,"design, :, style, logo, glass, hand, one, background, like, two"
create a realistic HD image of a shopping cart and inside the cart is a $100 U S  dollar bill  baby rattle  books  food  stocks  bonds and teddy bear,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
orange  gold and aqua colored graphic of two men and a woman starting his own architecture practice like EXTERNALURL ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
a 22 year old female from equador  wealthy  pretty but distinguished  photographic portrait  ultra realistic  extreme detail,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
an image of a young boy called Sam playing RuneScape on his PC  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
comicbook page with different panels containing scenes of a redneck astronaut with a jetpack alone on the surface of an unknown  desert planet  introspective  highly detailed  comicbook style  multiple panels  cartoon style  high contrast  ,2,"room, house, fire, made, living, view, side, area, city, background"
Cute  japanese  asian  kawaii  8k  18  no kimono  girl  frontal shot  ultra detailed  ultra realistic  85mm lens  f  1  8  accent lighting  portrait  face  extreme close up  big melons  public street  day  skinny  hair ponytail  pastel  blonde  goddess  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
A disney style OLd Montreal port chrismas tree light exhibition scene  neon  pixar masterpiece  complicated  thomas kinkade  hyperdetailed  dazzling  mildly psychedelic  q 4,1,"design, :, style, logo, glass, hand, one, background, like, two"
Letter of company name G r making a circle with a hand signature  a finger of the OK sign Abstract logo Flat design vector illustration pop,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Black orange and royal blue downtown city neon lights skyline futuristic ultra realistic,2,"room, house, fire, made, living, view, side, area, city, background"
fallen aasimar a shadow sorcess full body portrait  modest clothing  holding a staff  cating a blackspell  she has black hair  she has on eye glowing gold the other glowing purple  she is smiling   ,2,"room, house, fire, made, living, view, side, area, city, background"
baseball theme background  bluish rays with gold night skyline background  creative  the number 23 on a golden blue baseball cap  40k production  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
landing page with ai,1,"design, :, style, logo, glass, hand, one, background, like, two"
The rise of the digital age has created numerous opportunities for passive income businesses  no text  just image  8k  hdr  super realistic  high details  unreal engine   ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
**A black guy with black dreads  wearing a fur coat  with a foreign car and palm trees in the background  oil pastel**   @1085754086437167266  fast ,1,"design, :, style, logo, glass, hand, one, background, like, two"
**black and white  pen and ink  barb wire tangled up in the rain  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
**precious day  coincidence  fate  destiny  calling  birthdate  era name  no mobile phones  war  shortage  rumors  anxiety **   Upscaled  Beta  by @1088967096274259979  fast ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
dj playing at beach party organized by friends  art Deco,2,"room, house, fire, made, living, view, side, area, city, background"
kintsugi  dark background,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
A real photographic landscape painting with incomparable reality Super wide Ominous sky city the last of us  apocaliptic Lotus Huge waves Starry night Harry potter Volumetric lighting Clearing Realistic James gurney artstation  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
beautiful mountain golf course photography  set in North Carolina  the summer  Hyper detailed  photorealistic 16K  Sony A1  Sony FE 85mm F 1 4 GM  iso 200  crisp  sharp focus,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
an angel like image of jesus riding a white winged horse coming from the clouds,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
modern african pattern black and white  ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
orange  gold and aqua colored graphic of a man checking if he has his work life balance  exercising  laptop  working  clock  vacation  like EXTERNALURL ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
top angle pie chart with hong kong building,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
a pie chart of the most popular pies,2,"room, house, fire, made, living, view, side, area, city, background"
photo realistic two tall red candles on the silver plate with dry flowers and seeds  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
In a distant launch site in the American desert  The space shuttle just lifted off  People are watching this great launch scene not far away  Blonde girl with sunglasses  father holding child  the crowd cheered  Illustration style  retro movie poster style   ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
the inside of a black hole,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
a group of 5 robots  playin metal music  being crazy  cartoon style   ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Pok̩mon,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
a woman that does not lie,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
evil flowers,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
Shiba Inu doing stock trading in the office 3D cartoon Shiba Inu Character Character design Creativity Digital Art Education ILLUSTRATION kawaii kids 3d animation after effects animation character animation cinema4d marvelous designer motion design social media  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Change the colors of the attached picture to the most beautiful colors EXTERNALURL ,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
A gold merchant is sitting inside his gold jewellery shop and he wonders by seeing a diamond among it ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
Imagine a scene where a baby is crying and his mother is holding him close  comforting him  The mother has a concerned expression on her face  while the babys face is scrunched up in distress  In the background  there are iron bars visible  suggesting that the scene takes place in a confined space such as a prison or a cage  The bars could be positioned behind the mother and baby or visible in the foreground or background of the scene  The lighting in the scene should be dim and gloomy  creating a sense of confinement and oppression  The focus of the image should be on the mother and baby  but the presence of the iron bars should be prominent enough to suggest a sense of imprisonment ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Cute character,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
geometric sheet that embody space  huge space about blue sky with clouds and underneath is the ground that seems a little bit warped  atmospheric  aesthetic  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
a photography of a brown beer bottle on a yoga mat next to a luxurious swiming pool  with sunlight from the back  macro 50mm lense,2,"room, house, fire, made, living, view, side, area, city, background"
