Channel,ID,Prompt,Date,Tokenized Text,Adjectives Removed,Stemmed Tokens
newbies 3,1.07E+18,lion and lioness running a marathon  pink  family,3/29/2023,"['lion', 'lioness', 'running', 'marathon', 'pink', 'family']","['lion', 'lioness', 'running', 'marathon', 'pink', 'family']","['lion', 'lioness', 'run', 'marathon', 'pink', 'famili']"
newbies 3,1.01E+18,a still from a new wes anderson movie starring president joe biden as a lifeguard at a suburban town pool  frame grab  trailer  ,3/29/2023,"['still', 'wes', 'anderson', 'movie', 'starring', 'president', 'joe', 'biden', 'lifeguard', 'town', 'pool', 'frame', 'grab', 'trailer']","['still', 'wes', 'movie', 'starring', 'president', 'joe', 'lifeguard', 'town', 'pool', 'frame', 'grab', 'trailer']","['still', 'we', 'anderson', 'movi', 'star', 'presid', 'joe', 'biden', 'lifeguard', 'town', 'pool', 'frame', 'grab', 'trailer']"
newbies 3,9.17E+17,a modern and minimalistic house in the woods with a padel court and lake view and a parked grey porsche 911,3/29/2023,"['house', 'woods', 'padel', 'court', 'lake', 'view', 'grey', 'porsche', '911']","['house', 'woods', 'padel', 'court', 'lake', 'view', 'grey', 'porsche', '911']","['hous', 'wood', 'padel', 'court', 'lake', 'view', 'grey', 'porsch', '911']"
newbies 3,1.09E+18,4k  full body  samurai with dragon on the background,3/29/2023,"['4k', 'body', 'samurai', 'dragon', 'background']","['4k', 'body', 'samurai', 'dragon', 'background']","['4k', 'bodi', 'samurai', 'dragon', 'background']"
newbies 3,1.09E+18,a candles of your destiny  ,3/29/2023,"['candles', 'destiny']","['candles', 'destiny']","['candl', 'destini']"
newbies 3,2.83E+17,generator in the forest,3/29/2023,"['generator', 'forest']",['generator'],"['gener', 'forest']"
newbies 3,9.57E+17,32 year old Indian man  expressive brown eyes  wavy black hair  neatly trimmed beard  warm golden brown skin  wearing a slim fit shirt with subtle patterns  tailored pants  polished leather shoes  statement wristwatch  posing with intense posture  leaning slightly forward  furrowing brow  penetrating gaze  urban setting  Dubai skyline background  portrait captured in soft natural lighting  Cinestill 800T film  photorealistic detail  handsome  eye contact  ar 57 q 2 v 5,3/29/2023,"['32', 'year', 'man', 'eyes', 'hair', 'neatly', 'trimmed', 'beard', 'brown', 'skin', 'wearing', 'fit', 'shirt', 'patterns', 'tailored', 'pants', 'polished', 'leather', 'statement', 'wristwatch', 'posing', 'posture', 'leaning', 'slightly', 'forward', 'furrowing', 'brow', 'penetrating', 'setting', 'dubai', 'skyline', 'background', 'portrait', 'captured', 'lighting', 'cinestill', '800t', 'film', 'detail', 'handsome', 'eye', 'contact', 'ar', '57', 'q', '2', 'v', '5']","['32', 'year', 'man', 'eyes', 'hair', 'neatly', 'trimmed', 'beard', 'skin', 'wearing', 'shirt', 'patterns', 'tailored', 'pants', 'polished', 'leather', 'statement', 'wristwatch', 'posing', 'posture', 'leaning', 'slightly', 'forward', 'furrowing', 'brow', 'penetrating', 'setting', 'skyline', 'background', 'portrait', 'captured', 'lighting', 'cinestill', '800t', 'film', 'detail', 'handsome', 'eye', 'contact', 'ar', '57', 'q', '2', 'v', '5']","['32', 'year', 'man', 'eye', 'hair', 'neatli', 'trim', 'beard', 'brown', 'skin', 'wear', 'fit', 'shirt', 'pattern', 'tailor', 'pant', 'polish', 'leather', 'statement', 'wristwatch', 'pose', 'postur', 'lean', 'slightli', 'forward', 'furrow', 'brow', 'penetr', 'set', 'dubai', 'skylin', 'background', 'portrait', 'captur', 'light', 'cinestil', '800t', 'film', 'detail', 'handsom', 'eye', 'contact', 'ar', '57', 'q', '2', 'v', '5']"
newbies 3,7.05E+17,Nashville at night  neon signs  hatch show print  Nissan Stadium  Batman building  hyper real photography,3/29/2023,"['nashville', 'night', 'neon', 'signs', 'hatch', 'show', 'print', 'nissan', 'stadium', 'batman', 'building', 'photography']","['nashville', 'night', 'neon', 'signs', 'hatch', 'show', 'print', 'stadium', 'batman', 'building', 'photography']","['nashvil', 'night', 'neon', 'sign', 'hatch', 'show', 'print', 'nissan', 'stadium', 'batman', 'build', 'photographi']"
newbies 3,6.93E+17,water paint tiger  clean background  4k,3/29/2023,"['water', 'paint', 'tiger', 'background', '4k']","['water', 'paint', 'tiger', 'background', '4k']","['water', 'paint', 'tiger', 'background', '4k']"
newbies 33,1.07E+18,circle  pastel rainbow stained glass  with stained glass pastel rainbow fairy on the stained glass,3/29/2023,"['circle', 'pastel', 'rainbow', 'stained', 'glass', 'glass', 'pastel', 'rainbow', 'fairy', 'glass']","['circle', 'pastel', 'rainbow', 'stained', 'glass', 'glass', 'pastel', 'rainbow', 'fairy', 'glass']","['circl', 'pastel', 'rainbow', 'stain', 'glass', 'glass', 'pastel', 'rainbow', 'fairi', 'glass']"
newbies 33,1.06E+18,paint a realistic and epic scene of a prime cowboy warframe suit  The suit is just like a cowboy and super cinematic,3/29/2023,"['paint', 'scene', 'cowboy', 'warframe', 'suit', 'suit', 'like', 'cowboy', 'cinematic']","['paint', 'scene', 'cowboy', 'warframe', 'suit', 'suit', 'like', 'cowboy', 'cinematic']","['paint', 'scene', 'cowboy', 'warfram', 'suit', 'suit', 'like', 'cowboy', 'cinemat']"
newbies 33,1.09E+18,A biological expedition surprisingly finds modern brutalist architecture in the middle of an unihabited rainforest  High quality photography  expensive DSLR camera   ,3/29/2023,"['expedition', 'surprisingly', 'finds', 'architecture', 'middle', 'rainforest', 'high', 'quality', 'photography', 'dslr', 'camera']","['expedition', 'surprisingly', 'finds', 'architecture', 'rainforest', 'quality', 'photography', 'dslr', 'camera']","['expedit', 'surprisingli', 'find', 'architectur', 'middl', 'rainforest', 'high', 'qualiti', 'photographi', 'dslr', 'camera']"
newbies 33,1.06E+18,human  needs  collorfull  oil painting  realistic  ,3/29/2023,"['needs', 'oil', 'painting', 'realistic']","['needs', 'oil', 'painting', 'realistic']","['need', 'oil', 'paint', 'realist']"
newbies 33,7.04E+17,robot with a cap  cyberpunk style  cinem\xe1tica light  detalles picture  fashion,3/29/2023,"['robot', 'cap', 'cyberpunk', 'style', 'cinem\\xe1tica', 'detalles', 'picture', 'fashion']","['robot', 'cap', 'cyberpunk', 'style', 'cinem\\xe1tica', 'detalles', 'picture', 'fashion']","['robot', 'cap', 'cyberpunk', 'style', 'cinem\\xe1tica', 'detal', 'pictur', 'fashion']"
newbies 63,7.56E+17,A traditional japanese tattoo showing the samurai Musashi Miyamoto fighting with his sword,3/29/2023,"['tattoo', 'showing', 'samurai', 'musashi', 'miyamoto', 'fighting', 'sword']","['tattoo', 'showing', 'musashi', 'miyamoto', 'fighting', 'sword']","['tattoo', 'show', 'samurai', 'musashi', 'miyamoto', 'fight', 'sword']"
newbies 63,1.08E+18,bar in the rooftop with reclaimed wood and tile  Tropical Graffiti walls,3/29/2023,"['bar', 'rooftop', 'wood', 'tropical', 'graffiti', 'walls']","['bar', 'rooftop', 'wood', 'graffiti', 'walls']","['bar', 'rooftop', 'wood', 'tropic', 'graffiti', 'wall']"
newbies 63,7.16E+17,fantasy microtextured detailed narrow illustration for tattoo with shades of neon blue of falcon in flight fierce focus  ,3/29/2023,"['fantasy', 'microtextured', 'illustration', 'tattoo', 'shades', 'blue', 'falcon', 'flight', 'fierce', 'focus']","['fantasy', 'microtextured', 'illustration', 'tattoo', 'shades', 'falcon', 'flight', 'fierce', 'focus']","['fantasi', 'microtextur', 'illustr', 'tattoo', 'shade', 'blue', 'falcon', 'flight', 'fierc', 'focu']"
newbies 63,1.09E+18,EXTERNALURL   3d  realistic  lovely family  Asian handsome husband and Asian cute wife with two pretty Asian daughters  Pixar style  8k  soft lighting  blender  The male adult big eyes  short dark hair  light green t shirt  good mood  laugh  The adult female has long dark hair  side hair bang  shining smiling eyes  good mood  wears a white spaghetti dress  has two dimples  holds the 7 months baby girl  One daughter is three years old  has girly short hair  two braids on each side of her head  big eyes  two dimples  laugh  very happy  and wears a pink flower dress  The other daughter is a seven months old baby  has big eyes  good mood  very happy  wears a light purple dress  dark girly hair  super resolution  8k  ,3/29/2023,"['externalurl', '3d', 'lovely', 'family', 'handsome', 'husband', 'cute', 'wife', 'two', 'daughters', 'pixar', 'style', '8k', 'lighting', 'blender', 'male', 'adult', 'eyes', 'hair', 'shirt', 'mood', 'laugh', 'adult', 'female', 'long', 'hair', 'side', 'hair', 'bang', 'shining', 'smiling', 'eyes', 'mood', 'wears', 'spaghetti', 'dress', 'two', 'dimples', 'holds', '7', 'months', 'baby', 'girl', 'one', 'daughter', 'three', 'years', 'girly', 'hair', 'two', 'braids', 'side', 'head', 'eyes', 'two', 'dimples', 'laugh', 'wears', 'pink', 'flower', 'dress', 'daughter', 'seven', 'months', 'baby', 'eyes', 'mood', 'wears', 'purple', 'dress', 'girly', 'hair', 'resolution', '8k']","['externalurl', '3d', 'family', 'husband', 'wife', 'two', 'daughters', 'pixar', 'style', '8k', 'lighting', 'blender', 'male', 'adult', 'eyes', 'hair', 'shirt', 'mood', 'laugh', 'female', 'side', 'hair', 'bang', 'shining', 'smiling', 'eyes', 'mood', 'wears', 'spaghetti', 'dress', 'two', 'dimples', 'holds', '7', 'months', 'baby', 'girl', 'one', 'daughter', 'three', 'years', 'girly', 'hair', 'two', 'braids', 'eyes', 'two', 'dimples', 'laugh', 'wears', 'pink', 'dress', 'daughter', 'seven', 'months', 'eyes', 'mood', 'wears', 'dress', 'girly', 'resolution', '8k']","['externalurl', '3d', 'love', 'famili', 'handsom', 'husband', 'cute', 'wife', 'two', 'daughter', 'pixar', 'style', '8k', 'light', 'blender', 'male', 'adult', 'eye', 'hair', 'shirt', 'mood', 'laugh', 'adult', 'femal', 'long', 'hair', 'side', 'hair', 'bang', 'shine', 'smile', 'eye', 'mood', 'wear', 'spaghetti', 'dress', 'two', 'dimpl', 'hold', '7', 'month', 'babi', 'girl', 'one', 'daughter', 'three', 'year', 'girli', 'hair', 'two', 'braid', 'side', 'head', 'eye', 'two', 'dimpl', 'laugh', 'wear', 'pink', 'flower', 'dress', 'daughter', 'seven', 'month', 'babi', 'eye', 'mood', 'wear', 'purpl', 'dress', 'girli', 'hair', 'resolut', '8k']"
newbies 63,3.43E+17,background image of a vintage jungle cartoon HD,3/29/2023,"['background', 'image', 'vintage', 'jungle', 'cartoon', 'hd']","['background', 'image', 'vintage', 'jungle', 'cartoon', 'hd']","['background', 'imag', 'vintag', 'jungl', 'cartoon', 'hd']"
newbies 63,2.06E+17,EXTERNALURL  the character of a happy 17 year old boy with red dreadlocks joyful facial expression and beautiful green eyes  top body expression  illustration in Elfen Lied style  full color  flat illustration style  simple colors  textured  board drawing  procreate  Karolis Strautniekas  Mads Berg  Pixiv  ,3/29/2023,"['externalurl', 'character', '17', 'year', 'boy', 'dreadlocks', 'expression', 'eyes', 'body', 'expression', 'illustration', 'elfen', 'lied', 'style', 'color', 'illustration', 'style', 'colors', 'textured', 'board', 'drawing', 'procreate', 'karolis', 'strautniekas', 'mads', 'berg', 'pixiv']","['character', '17', 'year', 'boy', 'dreadlocks', 'eyes', 'body', 'expression', 'illustration', 'elfen', 'lied', 'style', 'color', 'illustration', 'style', 'colors', 'textured', 'board', 'drawing', 'procreate', 'karolis', 'strautniekas', 'mads', 'berg', 'pixiv']","['externalurl', 'charact', '17', 'year', 'boy', 'dreadlock', 'express', 'eye', 'bodi', 'express', 'illustr', 'elfen', 'lie', 'style', 'color', 'illustr', 'style', 'color', 'textur', 'board', 'draw', 'procreat', 'karoli', 'strautnieka', 'mad', 'berg', 'pixiv']"
newbies 93,7.20E+17,EXTERNALURL   add a dark background with dark trees forest and angelize the girl with wings in the middle of a gold waterflow full body,3/29/2023,"['externalurl', 'add', 'background', 'trees', 'angelize', 'girl', 'wings', 'middle', 'gold', 'body']","['externalurl', 'add', 'background', 'trees', 'angelize', 'wings', 'gold', 'body']","['externalurl', 'add', 'background', 'tree', 'angel', 'girl', 'wing', 'middl', 'gold', 'bodi']"
newbies 93,4.84E+17,a DOG dressed as a RANDOM OCCUPATION  character  by David Roberts  artstation  behance hd  cgsociety  3d  realistic  cosmic lights  galaxies  stunning  glowing  spirals  space  nebulae  stars  smoke  iridescent  intricate detail  realistic  detailed  8k  high resolution  isolated on cosmic background   ,3/29/2023,"['dog', 'dressed', 'random', 'occupation', 'character', 'david', 'roberts', 'artstation', 'behance', 'hd', 'cgsociety', '3d', 'lights', 'galaxies', 'stunning', 'glowing', 'spirals', 'space', 'nebulae', 'stars', 'smoke', 'intricate', 'detail', 'detailed', '8k', 'resolution', 'isolated', 'background']","['dog', 'dressed', 'occupation', 'character', 'david', 'roberts', 'artstation', 'behance', 'hd', 'cgsociety', '3d', 'lights', 'galaxies', 'stunning', 'glowing', 'spirals', 'space', 'nebulae', 'stars', 'smoke', 'detail', 'detailed', '8k', 'resolution', 'isolated', 'background']","['dog', 'dress', 'random', 'occup', 'charact', 'david', 'robert', 'artstat', 'behanc', 'hd', 'cgsocieti', '3d', 'light', 'galaxi', 'stun', 'glow', 'spiral', 'space', 'nebula', 'star', 'smoke', 'intric', 'detail', 'detail', '8k', 'resolut', 'isol', 'background']"
newbies 93,9.37E+17,cartoon art style; a friendly green dinosaur in the blue police uniform; police bage on the uniform; background town;,3/29/2023,"['art', 'style', ';', 'dinosaur', 'police', 'uniform', ';', 'police', 'bage', 'uniform', ';', 'background', 'town', ';']","['art', 'style', ';', 'dinosaur', 'police', 'uniform', ';', 'police', 'bage', ';', 'background', 'town', ';']","['art', 'style', ';', 'dinosaur', 'polic', 'uniform', ';', 'polic', 'bage', 'uniform', ';', 'background', 'town', ';']"
newbies 93,6.91E+17,realistic portrait of an axolotl and a fox in the style of American Gothic,3/29/2023,"['portrait', 'axolotl', 'fox', 'style', 'gothic']","['portrait', 'axolotl', 'style', 'gothic']","['portrait', 'axolotl', 'fox', 'style', 'gothic']"
newbies 3,1.09E+18,EXTERNALURL  dark classroom caricature  at 17 years old wide angle full body shot   @andrewbrinkworth  fast ,3/29/2023,"['externalurl', 'dark', 'classroom', 'caricature', '17', 'years', 'angle', 'body', '@', 'andrewbrinkworth', 'fast']","['externalurl', 'dark', 'classroom', 'caricature', '17', 'years', 'angle', 'body', 'andrewbrinkworth', 'fast']","['externalurl', 'dark', 'classroom', 'caricatur', '17', 'year', 'angl', 'bodi', '@', 'andrewbrinkworth', 'fast']"
newbies 3,1.06E+18,a tiara inspired by house targaryen,3/29/2023,"['tiara', 'inspired', 'house', 'targaryen']","['tiara', 'inspired', 'house', 'targaryen']","['tiara', 'inspir', 'hous', 'targaryen']"
newbies 3,6.86E+17,high resolution hyper realistic watercolor and pencil drawing on print of real Bay of Napoli in Italy  ,3/29/2023,"['resolution', 'hyper', 'watercolor', 'pencil', 'drawing', 'print', 'bay', 'napoli', 'italy']","['resolution', 'hyper', 'watercolor', 'pencil', 'drawing', 'print', 'bay', 'napoli', 'italy']","['resolut', 'hyper', 'watercolor', 'pencil', 'draw', 'print', 'bay', 'napoli', 'itali']"
newbies 3,7.78E+17,a very simple drawing of a burglar dressed in black and with a black cloth mask over his eyes  4k  ultra realistic,3/29/2023,"['drawing', 'burglar', 'dressed', 'cloth', 'mask', 'eyes', '4k']","['drawing', 'burglar', 'dressed', 'eyes', '4k']","['draw', 'burglar', 'dress', 'cloth', 'mask', 'eye', '4k']"
newbies 3,3.65E+17,realistic photo of naruto in a bamboo forest   ,3/29/2023,"['photo', 'naruto', 'bamboo', 'forest']","['photo', 'naruto', 'bamboo', 'forest']","['photo', 'naruto', 'bamboo', 'forest']"
newbies 3,1.08E+18,tattoo artist at work,3/29/2023,"['artist', 'work']","['artist', 'work']","['artist', 'work']"
newbies 3,4.04E+17,hyperreal  professional portrait  36 year old Dominican woman  friendly demeanor  5\7 tall  light brown eyes  long dark brown curly hair  casual beach wear  warm caramel complexion  trendy form fitting tshirt and shorts  outdoors  natural light  punta cana beach background  intricate facial details  approachable expression  photorealism  beautiful  smiling  eye contact Use a Leica Summicron M 28mm f 2 0 Lens ar 57 q 2 v 5,3/29/2023,"['portrait', '36', 'year', 'dominican', 'woman', 'friendly', 'demeanor', '5\\7', 'eyes', 'long', 'brown', 'hair', 'beach', 'caramel', 'complexion', 'form', 'fitting', 'tshirt', 'shorts', 'outdoors', 'punta', 'cana', 'beach', 'background', 'intricate', 'details', 'expression', 'photorealism', 'smiling', 'eye', 'contact', 'use', 'leica', 'summicron', '28mm', 'f', '2', '0', 'lens', 'ar', '57', 'q', '2', 'v', '5']","['portrait', '36', 'year', 'woman', 'friendly', 'demeanor', '5\\7', 'eyes', 'long', 'hair', 'beach', 'complexion', 'form', 'fitting', 'tshirt', 'shorts', 'outdoors', 'punta', 'beach', 'background', 'intricate', 'details', 'expression', 'photorealism', 'smiling', 'eye', 'contact', 'use', 'leica', 'summicron', '28mm', '2', '0', 'lens', 'ar', '57', '2', 'v', '5']","['portrait', '36', 'year', 'dominican', 'woman', 'friendli', 'demeanor', '5\\7', 'eye', 'long', 'brown', 'hair', 'beach', 'caramel', 'complexion', 'form', 'fit', 'tshirt', 'short', 'outdoor', 'punta', 'cana', 'beach', 'background', 'intric', 'detail', 'express', 'photor', 'smile', 'eye', 'contact', 'use', 'leica', 'summicron', '28mm', 'f', '2', '0', 'len', 'ar', '57', 'q', '2', 'v', '5']"
